age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,predicted_income
16,4,15,9,4,4,1,2,1,38,<=50K
3,4,15,9,4,7,2,1,0,38,<=50K
29,4,15,9,0,8,4,4,1,9,<=50K
2,4,1,6,4,8,1,4,0,38,<=50K
47,6,12,13,0,10,1,4,0,48,<=50K
36,7,12,13,2,4,0,4,0,36,>50K
17,4,15,9,2,6,0,4,0,38,<=50K
9,4,8,10,4,8,1,4,1,38,<=50K
3,4,11,8,4,8,4,2,1,24,<=50K
11,4,9,12,2,12,0,4,0,58,<=50K
2,4,15,9,4,8,3,4,1,28,<=50K
31,4,12,13,2,13,0,4,0,38,>50K
49,6,15,9,2,5,0,4,0,6,<=50K
33,4,11,8,2,12,0,4,0,38,<=50K
25,5,9,12,2,4,0,4,0,58,>50K
32,4,11,8,2,7,0,4,0,43,<=50K
57,4,0,5,6,8,1,2,1,5,<=50K
41,4,15,9,2,12,0,2,0,38,<=50K
47,4,15,9,6,1,1,4,1,38,<=50K
32,2,12,13,4,10,1,4,1,38,>50K
22,2,11,8,2,11,0,4,0,38,<=50K
3,4,0,5,4,8,2,4,0,33,<=50K
31,4,15,9,2,1,5,4,1,35,<=50K
23,4,15,9,0,3,1,4,0,38,<=50K
46,4,0,5,2,4,0,4,0,38,<=50K
11,0,15,9,2,0,5,4,1,38,<=50K
34,6,15,9,2,3,0,4,0,19,<=50K
31,4,15,9,2,6,0,4,0,38,<=50K
22,4,6,4,5,3,3,4,0,33,<=50K
5,4,1,6,4,3,3,4,0,43,<=50K
5,2,11,8,4,6,2,4,0,48,<=50K
34,4,15,9,2,1,0,4,0,38,<=50K
36,4,15,9,2,13,0,4,0,38,<=50K
18,4,9,12,2,12,0,4,0,38,<=50K
45,4,15,9,2,12,0,4,0,38,<=50K
19,4,11,8,0,7,1,4,0,38,<=50K
23,4,9,12,2,5,0,4,0,38,<=50K
9,4,11,8,5,12,4,2,1,35,<=50K
59,4,15,9,0,1,1,4,1,19,<=50K
5,4,7,11,4,6,3,4,0,38,<=50K
24,4,9,12,2,4,0,4,0,58,>50K
42,6,0,5,2,5,0,4,0,38,<=50K
37,6,11,8,2,8,0,2,0,43,<=50K
43,4,12,13,2,4,0,4,0,48,>50K
45,4,6,4,2,8,0,2,0,40,<=50K
30,7,7,11,2,14,0,4,0,38,<=50K
8,4,11,8,4,1,1,4,1,46,<=50K
35,7,10,15,2,10,0,4,0,38,>50K
22,4,11,8,0,1,1,4,1,38,<=50K
3,4,15,9,4,8,3,4,0,24,<=50K
22,4,11,8,4,1,4,2,1,38,<=50K
33,4,7,11,0,3,1,4,0,38,<=50K
31,4,11,8,2,1,5,4,1,38,<=50K
0,0,0,5,4,0,3,4,0,38,<=50K
26,4,15,9,0,4,1,2,1,38,<=50K
18,4,1,6,0,14,1,4,0,48,<=50K
33,7,12,13,0,10,4,4,1,38,>50K
6,2,15,9,4,1,1,4,0,28,<=50K
13,4,11,8,0,8,1,4,1,38,<=50K
15,4,9,12,2,13,0,4,0,38,<=50K
12,0,11,8,2,0,1,4,1,26,<=50K
26,4,9,12,4,10,1,4,0,43,<=50K
18,6,9,12,4,10,3,4,1,38,<=50K
21,4,15,9,0,12,1,4,0,58,<=50K
7,4,15,9,4,10,1,2,0,38,<=50K
1,4,2,7,4,12,3,4,1,23,<=50K
21,4,11,8,2,6,0,4,0,38,<=50K
24,4,15,9,0,7,3,4,0,38,<=50K
47,4,15,9,6,12,1,4,1,38,<=50K
52,4,10,15,2,10,0,4,0,38,>50K
17,4,15,9,4,8,1,4,0,38,<=50K
13,4,15,9,2,7,0,4,0,38,<=50K
24,4,11,8,2,14,0,4,0,33,<=50K
4,4,11,8,4,8,3,4,0,21,<=50K
48,4,5,3,2,3,0,4,0,38,<=50K
24,4,11,8,2,4,0,4,0,38,<=50K
5,4,0,5,4,3,1,4,0,28,<=50K
14,4,15,9,2,1,0,1,0,48,<=50K
3,4,11,8,4,6,3,4,1,38,<=50K
27,4,11,8,2,7,0,4,0,46,<=50K
2,4,15,9,4,1,3,4,0,9,<=50K
16,4,9,12,2,4,0,4,0,48,<=50K
34,4,15,9,0,1,4,4,1,38,<=50K
34,2,15,9,2,11,0,4,0,38,<=50K
11,4,9,12,4,7,1,4,0,38,<=50K
45,4,14,14,2,3,0,4,0,43,>50K
9,2,11,8,0,1,4,4,1,24,<=50K
4,4,11,8,4,3,1,4,0,38,<=50K
10,4,11,8,2,3,0,4,0,38,<=50K
18,2,15,9,5,1,4,0,1,38,<=50K
23,4,15,9,5,4,4,4,1,58,<=50K
41,0,15,9,2,0,0,2,0,28,<=50K
54,1,15,9,2,4,0,4,0,38,<=50K
28,4,9,12,2,10,0,1,0,38,<=50K
42,4,11,8,2,11,0,4,0,23,<=50K
50,4,5,3,2,14,0,2,0,38,<=50K
8,4,6,4,5,6,2,4,0,38,<=50K
8,0,5,3,4,0,1,4,1,30,<=50K
11,4,7,11,2,6,0,2,0,38,<=50K
28,4,15,9,2,3,0,1,0,38,<=50K
18,4,15,9,2,3,0,4,0,43,<=50K
21,4,9,12,4,8,3,4,1,33,<=50K
2,4,11,8,2,8,5,2,1,15,<=50K
42,4,5,3,2,8,5,4,1,79,<=50K
1,4,15,9,4,12,3,4,1,19,<=50K
19,4,15,9,2,7,0,4,0,42,<=50K
23,4,11,8,2,10,0,4,0,38,<=50K
48,6,15,9,2,4,0,4,0,38,<=50K
33,4,9,12,2,4,0,4,0,38,<=50K
15,4,15,9,4,1,1,4,1,48,<=50K
25,4,15,9,2,4,5,4,1,38,<=50K
15,2,12,13,2,10,0,4,0,46,>50K
11,4,9,12,4,10,3,4,0,38,<=50K
4,4,15,9,4,7,3,4,0,38,<=50K
17,4,9,12,4,8,1,4,0,38,<=50K
2,4,15,9,4,3,3,4,0,19,<=50K
9,4,11,8,0,1,1,4,1,48,<=50K
21,4,4,2,2,7,0,4,0,38,<=50K
37,4,8,10,2,12,0,4,0,48,<=50K
12,4,5,3,2,8,5,4,1,38,<=50K
4,4,11,8,4,1,4,4,1,38,<=50K
5,2,11,8,4,11,4,4,0,54,<=50K
23,4,12,13,2,4,0,4,0,62,>50K
26,4,1,6,2,6,5,4,1,24,<=50K
52,0,11,8,2,0,0,4,0,23,<=50K
23,1,9,12,2,10,0,4,0,63,>50K
34,7,15,9,0,10,1,4,1,38,<=50K
33,4,15,9,2,14,0,4,0,65,<=50K
33,4,9,12,0,10,4,4,1,43,<=50K
26,4,12,13,0,4,4,4,1,38,<=50K
23,4,7,11,2,4,0,4,0,38,<=50K
17,4,11,8,4,8,4,2,1,33,<=50K
18,4,9,12,4,4,1,4,1,38,<=50K
6,7,15,9,4,1,1,4,0,14,<=50K
21,2,15,9,4,8,1,4,0,11,<=50K
36,4,11,8,2,14,0,4,0,38,<=50K
12,7,12,13,4,10,1,4,1,33,<=50K
12,4,11,8,4,12,1,4,1,9,<=50K
46,4,11,8,2,6,0,2,0,38,<=50K
14,4,12,13,4,10,1,2,0,38,<=50K
52,4,5,3,2,8,0,4,0,19,<=50K
11,4,9,12,4,10,1,4,1,38,<=50K
39,4,9,12,4,4,1,4,1,43,<=50K
0,0,1,6,4,0,3,2,1,19,<=50K
11,4,11,8,2,3,0,4,0,33,<=50K
19,2,11,8,2,10,0,4,0,38,<=50K
5,4,11,8,4,3,3,4,0,38,<=50K
1,7,15,9,4,8,1,4,1,38,<=50K
25,4,11,8,0,7,1,4,0,38,<=50K
33,2,15,9,5,8,4,2,1,27,<=50K
68,0,11,8,6,0,1,4,0,1,<=50K
20,5,12,13,0,4,1,4,1,65,>50K
5,4,11,8,4,8,1,4,1,46,<=50K
34,5,14,14,0,10,1,4,0,58,<=50K
11,4,1,6,4,7,1,2,0,38,<=50K
15,4,11,8,0,7,3,4,0,48,<=50K
32,6,6,4,0,8,1,4,1,19,<=50K
2,0,15,9,4,0,3,4,0,33,<=50K
11,1,9,12,4,4,1,4,0,38,<=50K
34,4,0,5,2,3,0,4,0,38,<=50K
6,4,13,0,4,8,3,4,1,14,<=50K
17,4,1,6,4,14,4,4,0,38,<=50K
12,4,11,8,4,7,1,4,0,46,<=50K
12,2,15,9,0,1,4,4,1,38,<=50K
16,4,9,12,2,10,0,2,0,38,<=50K
4,4,7,11,4,8,3,4,1,4,<=50K
27,4,15,9,3,6,4,4,0,38,<=50K
24,4,9,12,2,4,0,4,0,38,<=50K
11,4,9,12,2,4,0,4,0,38,<=50K
23,4,11,8,0,14,1,4,0,38,<=50K
49,4,9,12,2,12,0,4,0,4,<=50K
32,4,12,13,2,10,5,4,1,48,>50K
44,4,11,8,6,3,1,2,1,48,<=50K
15,4,15,9,2,6,0,4,0,48,<=50K
5,4,15,9,4,12,3,4,1,19,<=50K
11,4,15,9,4,1,1,4,1,50,<=50K
16,4,9,12,3,8,4,4,1,23,<=50K
8,4,11,8,4,6,2,4,0,43,<=50K
20,6,15,9,2,4,5,4,1,14,<=50K
15,4,11,8,4,14,1,4,0,58,<=50K
8,4,9,12,4,4,3,4,0,33,<=50K
0,4,1,6,4,8,3,4,1,24,<=50K
16,7,11,8,2,3,0,4,0,38,<=50K
33,4,1,6,2,14,0,4,0,65,<=50K
29,7,11,8,2,8,0,4,0,41,<=50K
45,4,9,12,2,3,0,4,0,48,>50K
30,4,9,12,2,4,0,4,0,58,>50K
21,0,9,12,2,0,5,3,1,48,<=50K
19,4,11,8,0,4,1,4,0,38,<=50K
22,2,11,8,5,4,4,4,0,38,<=50K
22,4,0,5,2,7,0,4,0,58,<=50K
6,4,15,9,4,6,3,4,0,30,<=50K
35,6,11,8,0,14,1,4,0,62,<=50K
29,7,9,12,2,10,0,2,0,38,<=50K
7,4,11,8,2,11,0,4,0,38,<=50K
7,4,11,8,4,8,3,4,0,33,<=50K
49,2,11,8,2,3,0,4,0,38,<=50K
14,4,1,6,4,3,1,4,0,38,<=50K
51,4,5,3,2,8,0,4,0,28,<=50K
43,2,15,9,2,8,0,1,0,58,<=50K
9,4,15,9,2,1,5,4,1,40,<=50K
8,4,11,8,2,6,0,4,0,38,<=50K
24,4,9,12,2,12,0,4,0,38,<=50K
19,4,7,11,2,13,0,4,0,38,<=50K
14,4,0,5,0,8,1,4,0,38,<=50K
4,4,8,10,4,1,3,4,1,38,<=50K
52,4,4,2,2,7,0,4,0,38,<=50K
41,4,5,3,6,5,2,4,1,43,<=50K
23,4,15,9,0,3,4,4,0,38,<=50K
8,7,15,9,2,4,5,4,1,18,<=50K
15,5,11,8,2,12,0,4,0,62,<=50K
13,4,8,10,2,7,0,4,0,38,<=50K
13,4,15,9,0,7,4,4,0,48,<=50K
21,4,12,13,2,4,0,4,0,58,>50K
31,4,15,9,0,12,4,4,0,43,<=50K
65,5,9,12,2,4,0,4,0,53,<=50K
2,4,11,8,4,8,3,2,0,28,<=50K
22,4,9,12,2,12,5,4,1,28,<=50K
30,4,11,8,2,14,0,4,0,53,<=50K
31,4,15,9,0,4,1,4,1,36,<=50K
38,0,11,8,2,0,5,1,1,38,<=50K
39,4,11,8,2,3,0,4,0,38,<=50K
21,4,9,12,2,12,0,4,0,38,<=50K
43,4,9,12,2,4,0,4,0,43,>50K
40,4,11,8,6,8,2,4,1,24,<=50K
14,4,15,9,4,11,1,4,0,38,<=50K
51,6,10,15,2,10,0,4,0,48,>50K
18,4,11,8,4,7,3,4,0,38,<=50K
48,4,9,12,2,4,0,4,0,38,<=50K
28,4,9,12,2,13,0,4,0,48,>50K
0,4,0,5,4,8,3,4,1,19,<=50K
16,6,11,8,2,3,0,4,0,38,<=50K
45,4,8,10,2,13,0,4,0,38,<=50K
39,4,15,9,2,12,0,4,0,38,<=50K
23,4,8,10,2,5,0,4,0,58,<=50K
7,4,11,8,5,7,3,2,1,38,<=50K
10,4,8,10,2,12,0,4,0,58,<=50K
3,4,15,9,4,8,3,4,0,19,<=50K
50,0,5,3,2,0,0,4,0,38,<=50K
18,4,15,9,2,12,0,4,0,43,<=50K
32,0,0,5,5,0,3,4,0,38,<=50K
22,4,9,12,4,4,1,4,0,48,<=50K
9,4,1,6,2,3,0,4,0,38,<=50K
19,6,9,12,4,12,1,2,1,48,<=50K
15,4,15,9,2,1,5,3,1,38,<=50K
19,5,11,8,2,14,0,4,0,55,<=50K
17,4,11,8,2,8,0,4,0,19,<=50K
27,6,9,12,2,4,0,4,0,58,>50K
20,4,11,8,2,3,0,4,0,38,<=50K
29,7,9,12,2,10,0,4,0,36,>50K
6,4,7,11,4,12,3,4,0,28,<=50K
21,4,9,12,3,10,1,4,1,38,>50K
24,4,14,14,2,10,0,4,0,48,>50K
11,4,15,9,2,6,0,2,0,38,<=50K
36,2,9,12,0,10,1,4,1,52,>50K
29,4,11,8,2,1,5,4,1,38,<=50K
1,0,15,9,4,0,3,4,0,28,<=50K
25,4,8,10,2,8,0,4,0,43,<=50K
9,0,11,8,5,0,4,4,1,38,<=50K
27,2,8,10,2,3,0,4,0,38,<=50K
38,4,9,12,6,1,4,4,1,38,<=50K
29,4,5,3,2,10,5,4,1,43,<=50K
8,2,11,8,4,8,3,4,0,38,<=50K
33,2,15,9,0,1,1,2,1,38,<=50K
11,4,11,8,2,3,0,4,0,38,<=50K
14,4,15,9,2,12,0,4,0,38,<=50K
31,4,9,12,2,10,0,4,0,43,>50K
42,4,15,9,2,7,0,4,0,48,<=50K
35,5,11,8,2,4,5,4,1,38,<=50K
38,0,5,3,2,0,0,4,0,38,<=50K
24,6,11,8,0,3,1,4,0,38,<=50K
19,1,12,13,4,10,1,4,0,38,<=50K
11,4,9,12,4,12,1,4,0,38,<=50K
5,7,9,12,4,1,3,4,1,9,<=50K
35,6,11,8,0,12,4,2,0,38,<=50K
48,5,15,9,2,12,0,4,0,33,<=50K
24,4,12,13,6,10,1,4,1,53,<=50K
36,4,11,8,2,3,0,4,0,38,<=50K
24,4,11,8,0,12,4,2,1,36,<=50K
35,1,9,12,2,4,0,4,0,43,<=50K
21,4,8,10,2,10,0,4,0,40,<=50K
44,4,11,8,2,7,0,4,0,38,<=50K
26,5,9,12,2,12,0,4,0,43,>50K
29,6,15,9,5,10,1,4,0,19,<=50K
16,4,15,9,4,14,1,4,0,53,<=50K
27,4,15,9,2,3,0,4,0,54,<=50K
16,4,9,12,4,4,1,4,0,38,<=50K
22,1,9,12,0,4,4,2,1,38,<=50K
42,4,15,9,2,1,5,4,1,13,<=50K
30,4,11,8,2,3,0,4,0,38,<=50K
29,4,9,12,2,7,0,4,0,38,>50K
14,0,1,6,5,0,1,2,0,38,<=50K
34,5,7,11,2,12,0,4,0,58,>50K
7,0,1,6,2,0,5,3,1,23,<=50K
28,4,15,9,2,10,0,4,0,48,<=50K
19,6,8,10,2,5,0,4,0,79,<=50K
24,4,11,8,2,1,0,4,0,38,<=50K
20,4,7,11,0,13,1,4,1,38,<=50K
9,4,9,12,2,10,0,4,0,38,<=50K
15,4,9,12,0,3,1,4,0,48,<=50K
19,4,9,12,4,12,1,4,1,38,<=50K
20,4,11,8,0,8,4,2,1,38,<=50K
41,4,9,12,2,10,0,4,0,38,>50K
39,4,11,8,0,10,1,4,1,38,<=50K
11,4,9,12,2,10,5,4,1,38,<=50K
34,4,11,8,2,3,0,4,0,48,<=50K
5,4,11,8,4,1,1,0,1,38,<=50K
5,4,15,9,4,8,3,4,1,23,<=50K
12,6,11,8,2,3,0,4,0,35,<=50K
6,7,11,8,2,4,0,4,0,38,<=50K
4,4,11,8,4,8,1,4,1,38,<=50K
30,4,15,9,0,4,4,4,1,38,<=50K
7,4,9,12,2,4,0,4,0,53,<=50K
33,4,9,12,0,12,1,4,0,43,<=50K
3,0,11,8,4,0,1,4,1,27,<=50K
31,6,12,13,2,12,0,4,0,48,>50K
40,1,11,8,4,1,1,4,0,38,<=50K
7,4,11,8,4,12,3,4,1,28,<=50K
20,7,11,8,2,1,0,4,0,38,<=50K
1,4,2,7,4,6,3,4,0,5,<=50K
32,4,11,8,0,7,1,4,0,38,<=50K
22,6,11,8,2,4,0,4,0,15,<=50K
50,4,11,8,4,4,1,4,1,33,<=50K
31,4,15,9,2,3,0,4,0,38,<=50K
5,4,15,9,4,3,3,4,0,38,<=50K
16,0,15,9,2,0,5,4,1,48,<=50K
9,0,0,5,5,0,1,4,0,38,<=50K
28,5,8,10,0,12,4,4,1,28,<=50K
3,2,15,9,4,11,3,1,1,19,<=50K
27,4,8,10,2,6,0,2,0,38,<=50K
9,4,2,7,4,3,2,3,0,46,<=50K
42,4,6,4,4,8,1,2,0,48,<=50K
11,4,11,8,3,13,1,4,1,35,<=50K
22,4,11,8,2,3,0,4,0,38,<=50K
9,4,9,12,4,4,3,4,0,33,<=50K
56,0,1,6,2,0,0,4,0,2,<=50K
13,4,10,15,4,10,3,4,0,19,<=50K
13,6,11,8,4,3,1,4,0,48,<=50K
21,4,9,12,2,12,0,4,0,48,>50K
19,5,11,8,4,8,1,4,1,65,<=50K
16,4,11,8,2,5,0,4,0,43,<=50K
24,4,11,8,2,14,0,4,0,38,<=50K
13,4,9,12,4,4,1,4,0,53,<=50K
37,0,11,8,2,0,0,4,0,38,<=50K
65,6,11,8,6,4,1,4,0,7,<=50K
24,5,11,8,2,12,0,4,0,60,<=50K
25,4,1,6,2,8,5,4,1,38,<=50K
24,4,2,7,2,11,0,2,0,38,<=50K
24,6,9,12,2,10,0,4,0,48,>50K
13,4,8,10,0,10,4,4,1,34,<=50K
15,4,6,4,2,5,0,2,0,38,<=50K
23,0,9,12,0,0,1,4,1,48,<=50K
44,4,11,8,4,7,1,2,1,38,<=50K
31,4,11,8,2,14,0,4,0,48,<=50K
34,4,11,8,0,1,1,4,1,38,<=50K
19,4,12,13,2,4,0,4,0,38,<=50K
2,0,11,8,4,0,4,2,1,38,<=50K
4,4,11,8,4,12,3,4,0,28,<=50K
27,4,9,12,4,8,1,4,0,46,<=50K
12,4,7,11,2,10,0,4,0,48,<=50K
25,4,11,8,0,3,1,4,0,67,<=50K
8,0,9,12,4,0,1,1,0,27,<=50K
33,7,9,12,2,4,0,4,0,36,<=50K
32,4,11,8,2,4,0,4,0,28,<=50K
11,4,15,9,0,1,1,4,1,38,<=50K
48,0,8,10,2,0,0,4,0,48,<=50K
15,4,9,12,2,12,0,2,0,48,<=50K
45,4,11,8,6,8,1,4,1,23,<=50K
3,4,15,9,4,8,3,4,0,33,<=50K
10,4,9,12,4,13,3,4,0,38,<=50K
13,4,15,9,4,12,1,4,0,43,<=50K
7,4,15,9,4,6,3,4,0,23,<=50K
14,2,11,8,0,11,1,4,0,45,<=50K
33,6,14,14,2,10,0,4,0,28,>50K
48,0,11,8,6,0,2,4,1,24,<=50K
27,4,11,8,0,14,1,4,0,38,<=50K
25,6,11,8,4,5,3,4,0,73,<=50K
54,4,1,6,4,9,1,4,1,67,<=50K
5,4,11,8,2,12,5,4,1,38,<=50K
10,2,15,9,4,10,2,4,0,15,<=50K
0,4,1,6,4,1,2,4,1,9,<=50K
51,4,0,5,0,14,1,4,0,19,<=50K
8,4,15,9,4,4,3,4,1,38,<=50K
32,6,7,11,0,4,1,4,0,24,<=50K
38,6,9,12,6,12,4,4,1,14,<=50K
23,7,6,4,5,7,1,2,0,38,<=50K
15,4,9,12,2,12,0,4,0,58,>50K
0,4,1,6,4,8,3,2,0,15,<=50K
40,4,9,12,2,4,0,4,0,38,>50K
23,7,9,12,0,10,1,4,0,38,<=50K
37,4,11,8,4,4,4,4,0,38,<=50K
23,6,9,12,2,12,0,4,0,48,>50K
26,4,15,9,4,1,1,4,0,24,<=50K
15,1,14,14,2,10,0,4,0,38,<=50K
21,4,9,12,2,12,0,4,0,38,<=50K
40,4,15,9,2,3,0,4,0,38,<=50K
31,4,1,6,2,7,0,4,0,38,<=50K
32,4,11,8,2,3,0,4,0,38,<=50K
26,4,15,9,2,12,0,4,0,38,<=50K
35,2,7,11,0,8,1,4,1,28,<=50K
32,4,15,9,2,8,0,4,0,30,<=50K
1,4,1,6,4,6,3,4,0,38,<=50K
8,4,15,9,4,11,1,4,0,58,<=50K
34,1,15,9,2,3,0,4,0,38,<=50K
19,2,12,13,4,10,1,2,1,38,<=50K
39,1,9,12,4,14,1,2,0,62,<=50K
3,4,15,9,4,12,3,1,0,28,<=50K
5,5,9,12,4,1,3,4,0,38,<=50K
25,6,11,8,2,12,0,4,0,58,<=50K
34,2,15,9,2,1,5,4,1,38,<=50K
4,4,15,9,4,12,3,2,1,38,<=50K
28,4,11,8,0,14,4,4,1,53,<=50K
32,4,11,8,2,4,0,4,0,38,<=50K
27,4,10,15,2,4,0,4,0,58,>50K
19,4,1,6,2,3,0,4,0,38,<=50K
14,7,11,8,2,12,0,4,0,38,<=50K
17,4,11,8,0,4,1,4,1,46,<=50K
31,5,11,8,2,4,0,4,0,38,<=50K
24,4,7,11,2,13,0,4,0,43,<=50K
23,4,15,9,0,14,1,2,1,38,<=50K
35,2,15,9,2,3,0,4,0,38,<=50K
25,4,11,8,0,7,1,4,1,38,<=50K
23,5,7,11,0,12,4,4,1,38,<=50K
14,7,12,13,4,1,1,4,0,24,<=50K
29,6,14,14,2,10,0,4,0,43,>50K
14,4,11,8,2,8,0,4,0,33,<=50K
30,4,15,9,4,12,1,4,0,65,<=50K
33,5,14,14,2,10,0,1,0,48,<=50K
28,4,11,8,2,3,0,4,0,38,<=50K
15,4,9,12,4,10,1,4,0,43,<=50K
28,2,11,8,2,11,0,4,0,70,<=50K
39,4,11,8,0,1,1,4,1,38,<=50K
41,7,9,12,2,4,0,4,0,38,>50K
44,6,12,13,2,3,0,4,0,3,<=50K
14,6,9,12,2,4,5,4,1,38,<=50K
50,4,15,9,0,1,1,4,0,33,<=50K
12,4,15,9,4,1,1,4,1,38,<=50K
15,4,11,8,2,3,0,4,0,38,<=50K
24,4,11,8,2,3,0,4,0,38,<=50K
10,2,9,12,4,14,1,4,1,38,<=50K
34,4,11,8,2,14,0,4,0,48,<=50K
30,4,7,11,4,1,1,4,1,38,<=50K
69,0,9,12,6,0,2,4,1,9,<=50K
19,4,7,11,2,1,0,4,0,38,<=50K
12,4,9,12,4,10,1,3,1,38,<=50K
25,6,15,9,2,3,0,4,0,38,<=50K
30,6,15,9,0,4,1,4,1,62,<=50K
5,0,15,9,4,0,1,4,0,38,<=50K
10,4,9,12,4,4,1,4,0,43,<=50K
21,4,15,9,4,8,1,4,0,38,<=50K
21,4,11,8,0,14,1,4,0,58,<=50K
20,4,9,12,4,13,1,4,1,38,<=50K
20,4,11,8,4,6,1,0,0,28,<=50K
7,4,11,8,2,11,0,1,0,38,<=50K
2,4,8,10,4,1,3,2,1,38,<=50K
26,4,9,12,2,13,0,4,0,23,<=50K
28,4,15,9,0,12,1,4,0,38,<=50K
32,2,15,9,2,11,0,4,0,38,<=50K
19,4,11,8,2,14,0,4,0,38,<=50K
5,4,15,9,4,6,2,4,0,23,<=50K
10,4,15,9,4,12,1,2,0,38,<=50K
21,4,11,8,2,7,0,4,0,38,<=50K
0,0,0,5,4,0,3,4,1,19,<=50K
5,6,15,9,4,10,3,4,1,2,<=50K
34,4,11,8,2,1,5,4,1,38,<=50K
49,7,11,8,2,4,0,4,0,38,<=50K
2,0,15,9,4,0,1,4,0,38,<=50K
15,0,9,12,0,0,1,4,0,48,<=50K
14,1,11,8,5,6,4,4,1,38,<=50K
23,5,9,12,2,4,0,4,0,48,>50K
36,4,11,8,2,3,0,4,0,38,<=50K
9,7,9,12,4,10,1,1,0,19,<=50K
29,4,11,8,0,4,1,4,1,58,<=50K
24,4,11,8,5,7,4,4,1,42,<=50K
37,4,15,9,2,3,0,4,0,43,<=50K
21,4,15,9,0,4,4,4,1,38,<=50K
1,4,1,6,4,6,3,4,0,15,<=50K
19,4,15,9,2,3,0,4,0,38,<=50K
5,0,15,9,4,0,3,4,0,38,<=50K
7,4,9,12,2,12,0,4,0,38,<=50K
19,4,9,12,4,4,3,4,0,53,<=50K
13,4,8,10,2,1,5,4,1,23,<=50K
36,4,15,9,5,1,1,4,1,38,<=50K
35,6,15,9,2,12,0,4,0,43,<=50K
26,7,12,13,2,4,0,4,0,38,>50K
27,1,11,8,4,3,3,2,1,38,<=50K
3,4,15,9,4,5,1,4,0,66,<=50K
9,2,9,12,2,10,0,4,0,27,<=50K
42,4,7,11,6,4,1,4,1,38,<=50K
34,4,8,10,2,8,0,4,0,48,<=50K
13,4,12,13,2,10,0,1,0,48,<=50K
41,1,9,12,2,4,0,4,0,38,<=50K
8,4,15,9,4,12,3,4,0,38,<=50K
2,4,11,8,4,1,1,4,1,25,<=50K
21,4,11,8,2,7,0,4,0,62,<=50K
17,4,7,11,2,10,0,4,0,53,<=50K
22,4,0,5,2,6,0,4,0,43,<=50K
32,4,9,12,0,12,2,4,1,33,<=50K
38,1,15,9,2,1,5,4,1,38,<=50K
39,4,9,12,2,10,0,4,0,48,>50K
22,4,11,8,2,1,5,4,1,24,<=50K
3,0,15,9,4,0,3,4,1,9,<=50K
13,4,11,8,2,13,0,4,0,38,<=50K
14,4,15,9,4,8,1,4,0,38,<=50K
32,2,11,8,2,11,0,4,0,38,<=50K
41,1,1,6,0,3,1,2,1,38,<=50K
21,4,11,8,2,4,5,4,1,38,<=50K
6,4,7,11,4,14,4,4,1,38,<=50K
11,4,11,8,4,3,3,4,0,38,<=50K
11,4,11,8,0,14,1,4,0,65,<=50K
18,4,11,8,4,13,1,4,1,38,<=50K
51,0,1,6,2,0,0,4,0,28,<=50K
16,4,8,10,2,5,0,4,0,43,<=50K
32,6,9,12,6,12,4,4,1,38,<=50K
18,4,11,8,4,14,3,1,0,58,<=50K
29,4,11,8,0,14,1,4,0,52,<=50K
44,4,15,9,2,4,0,4,0,38,<=50K
50,0,5,3,0,0,1,4,0,2,<=50K
8,4,15,9,2,4,5,2,1,38,<=50K
35,4,9,12,2,4,0,4,0,38,>50K
26,4,15,9,0,12,4,4,1,53,<=50K
15,4,15,9,0,1,4,4,1,38,<=50K
1,4,1,6,4,8,3,4,0,38,<=50K
15,4,9,12,2,12,0,4,0,38,<=50K
24,4,15,9,5,3,1,2,0,38,<=50K
6,1,9,12,4,10,1,4,0,38,<=50K
15,4,11,8,2,3,0,4,0,48,<=50K
47,7,9,12,2,3,0,4,0,43,>50K
6,4,15,9,4,3,3,4,0,38,<=50K
13,4,11,8,4,3,4,1,0,38,<=50K
58,4,13,0,4,9,1,1,1,46,<=50K
19,4,15,9,2,3,0,4,0,48,<=50K
42,4,11,8,6,9,1,4,1,38,<=50K
38,7,11,8,2,11,0,4,0,38,<=50K
11,4,11,8,4,8,3,4,0,38,<=50K
20,4,12,13,4,4,1,4,0,38,<=50K
5,4,11,8,4,7,1,4,0,40,<=50K
10,4,11,8,2,7,0,4,0,43,<=50K
13,4,9,12,4,12,1,4,1,43,<=50K
7,7,9,12,4,10,1,4,0,38,<=50K
12,2,8,10,4,11,1,4,0,54,<=50K
34,4,11,8,0,10,1,4,1,41,<=50K
34,4,15,9,2,4,0,4,0,43,<=50K
42,4,15,9,2,13,0,4,0,48,<=50K
46,2,11,8,2,4,5,4,1,30,<=50K
10,4,8,10,4,8,1,1,1,38,<=50K
27,4,11,8,2,7,0,4,0,38,<=50K
46,1,15,9,2,13,0,4,0,17,<=50K
31,4,0,5,2,4,0,4,0,43,<=50K
19,4,12,13,2,10,0,4,0,53,>50K
13,4,15,9,0,1,4,2,1,38,<=50K
16,4,15,9,4,4,3,4,0,43,<=50K
32,4,11,8,2,12,0,4,0,38,<=50K
46,4,3,1,6,7,4,4,1,42,<=50K
2,4,11,8,4,8,3,4,1,38,<=50K
6,4,11,8,4,1,3,4,1,38,<=50K
28,4,11,8,6,1,4,4,1,33,<=50K
44,4,0,5,2,14,0,4,0,48,<=50K
22,5,9,12,2,4,0,4,0,58,>50K
4,0,15,9,4,0,3,4,1,33,<=50K
